日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-08-10,精智达,89.07,4.79%,15.75%,1.36,1.4,-0.04,-0.22%,2.77,0.07,0.96,7.79,19962100.0,1778000000.0,亏损
2023-08-09,精智达,85.0,-5.14%,18.79%,1.77,1.44,0.33,1.94%,3.21,0.06,1.13,7.83,19962100.0,1697000000.0,亏损
2023-08-08,精智达,89.61,-5.42%,13.95%,1.15,1.41,-0.26,-1.45%,2.56,-0.1,0.81,6.32,19962100.0,1789000000.0,亏损
2023-08-07,精智达,94.75,-1.51%,12.37%,1.13,1.21,-0.08,-0.42%,2.34,0.16,0.7,7.45,19962100.0,1891000000.0,亏损
2023-08-04,精智达,95.19,-4.23%,14.72%,1.25,1.55,-0.3,-1.56%,2.84,-0.67,0.86,4.16,19962100.0,1920000000.0,亏损
2023-08-03,精智达,99.39,-2.46%,20.72%,2.05,2.07,-0.02,-0.10%,4.11,0.09,1.17,9.8,19962100.0,1984000000.0,亏损
2023-08-02,精智达,101.2,12.07%,19.82%,2.01,1.85,0.16,0.79%,3.88,0.69,1.11,23.11,19962100.0,2034000000.0,亏损
2023-08-01,精智达,90.3,9.99%,16.53%,1.52,1.33,0.19,1.05%,2.85,-0.01,0.77,19.61,19962100.0,1803000000.0,亏损
2023-07-31,精智达,82.1,3.86%,14.63%,1.19,1.14,0.05,0.31%,2.33,-0.38,0.57,9.93,19962100.0,1639000000.0,亏损
2023-07-28,精智达,79.05,-4.60%,21.38%,1.32,2.07,-0.75,-4.75%,3.39,-0.57,0.74,8.98,19962100.0,1578000000.0,亏损
2023-07-27,精智达,82.86,-2.38%,15.84%,1.22,1.44,-0.22,-1.33%,2.66,-0.17,0.47,5.82,19962100.0,1654000000.0,亏损
2023-07-26,精智达,84.88,2.04%,21.91%,1.99,1.8,0.19,1.12%,3.79,-0.02,0.52,6.52,19962100.0,1694000000.0000002,亏损
2023-07-24,精智达,83.2,6.67%,36.93%,2.99,3.08,-0.09,-0.54%,6.07,-0.12,0.66,12.53,19962100.0,1661000000.0,亏损
2023-07-21,精智达,78.0,-1.89%,37.48%,3.03,2.93,0.1,0.64%,5.95,-0.89,0.6,10.11,19962100.0,1557000000.0,亏损
2023-07-20,精智达,79.1,-5.25%,37.02%,2.72,3.22,-0.5,-3.15%,5.95,1.48,0.56,9.7,19962100.0,1587000000.0,亏损
2023-07-19,精智达,87.07,13.67%,59.85%,4.98,4.23,0.75,4.50%,9.31,0.0,0.78,21.93,19962100.0,1666000000.0,亏损
