日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-08-14,龙净环保,16.98,0.06%,0.37%,0.379556,0.291104,0.088452,0.05%,0.67066,0.0,1.0,2.71,1081000000.0,18357000000.0,24.82
2023-08-11,龙净环保,16.97,-1.51%,0.37%,0.26262399999999997,0.415383,-0.15275899999999998,-0.08%,0.678006,0.0,1.0,1.45,1081000000.0,18346000000.0,24.8
2023-08-10,龙净环保,17.23,0.41%,0.25%,0.23090700000000006,0.225918,0.004989,0.00%,0.456825,0.06,0.65,1.4,1081000000.0,18627000000.0,25.18
2023-08-09,龙净环保,17.16,-1.72%,0.33%,0.206459,0.414163,-0.207704,-0.11%,0.620624,0.0,0.72,1.78,1081000000.0,18552000000.0,25.08
2023-08-08,龙净环保,17.46,0.23%,0.26%,0.22690100000000005,0.259186,-0.03228499999999996,-0.02%,0.486086,0.0,0.53,1.55,1081000000.0,18876000000.0,25.52
2023-08-07,龙净环保,17.47,-1.96%,0.60%,0.475229,0.665374,-0.190145,-0.10%,1.14,-0.06,1.05,2.92,1081000000.0,18833000000.0,25.46
2023-08-04,龙净环保,17.82,-0.50%,0.38%,0.27662,0.45288,-0.17626,-0.09%,0.7295,0.0,0.6,1.9,1081000000.0,19265000000.0,26.05
2023-08-03,龙净环保,17.91,-0.28%,0.30%,0.305377,0.273949,0.031428,0.02%,0.579327,-0.17,0.42,1.61,1081000000.0,19362000000.0,26.18
2023-08-02,龙净环保,17.96,1.76%,0.75%,0.8226110000000001,0.6212449999999999,0.201366,0.10%,1.44,0.11,1.15,3.63,1081000000.0,19416000000.0,26.25
2023-08-01,龙净环保,17.65,-0.62%,0.40%,0.40385,0.357204,0.046646,0.02%,0.761054,-0.06,0.56,2.2,1081000000.0,19081000000.0,25.8
2023-07-31,龙净环保,17.76,-0.06%,1.13%,1.37,0.7673479999999999,0.6026520000000001,0.31%,2.14,-0.11,1.97,5.07,1081000000.0,19200000000.0,25.96
2023-07-28,龙净环保,17.77,-0.22%,0.56%,0.589162,0.48472200000000004,0.10444,0.05%,1.07,-0.06,0.81,3.09,1081000000.0,19211000000.0,25.98
2023-07-27,龙净环保,17.81,-2.62%,0.74%,0.556408,0.8732270000000001,-0.316819,-0.16%,1.43,-0.22,0.95,3.83,1081000000.0,19254000000.0,26.03
2023-07-26,龙净环保,18.29,-0.92%,0.44%,0.28958,0.58008,-0.2905,-0.15%,0.869661,-0.11,0.43,2.06,1081000000.0,19773000000.0,26.73
2023-07-24,龙净环保,18.02,-0.72%,0.45%,0.366339,0.513297,-0.146958,-0.08%,0.8796350000000001,-0.22,0.3,1.76,1081000000.0,19481000000.0,26.34
2023-07-21,龙净环保,18.15,2.54%,1.14%,1.15,1.08,0.07,0.04%,2.23,0.06,0.84,4.63,1081000000.0,19622000000.0,26.53
2023-07-20,龙净环保,17.73,-0.06%,1.12%,1.09,1.07,0.02,0.01%,2.17,-0.06,0.95,3.61,1081000000.0,19135000000.0,25.87
2023-07-19,龙净环保,17.75,-3.01%,1.64%,1.6,1.54,0.06,0.03%,3.17,-0.06,1.66,5.9,1081000000.0,19179000000.0,25.93
2023-07-17,龙净环保,19.07,0.21%,2.11%,2.49,1.82,0.6700000000000003,0.33%,4.33,0.16,3.73,7.99,1080000000.0,20571000000.0,27.81
