日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-08-10,智迪科技,37.5,4.02%,41.66%,1.7,1.44,0.26,3.47%,3.15,-0.03,1.57,10.1,20000000.0,750000000.0,75.88
2023-08-09,智迪科技,36.05,-1.77%,17.88%,0.5687270000000001,0.713864,-0.14513699999999993,-2.01%,1.28,0.0,0.56,2.59,20000000.0,721000000.0,72.94
2023-08-08,智迪科技,36.7,3.15%,23.65%,0.929272,0.77165,0.157622,2.15%,1.7,0.25,0.71,4.33,20000000.0,734000000.0,74.26
2023-08-07,智迪科技,35.45,-0.70%,17.05%,0.510549,0.684604,-0.174055,-2.44%,1.21,0.06,0.56,3.64,20000000.0,712000000.0,71.99
2023-08-04,智迪科技,35.7,-3.95%,28.49%,0.883885,1.16,-0.276115,-3.87%,2.04,0.03,0.96,3.2,20000000.0,714000000.0,72.24
2023-08-03,智迪科技,37.19,1.31%,43.00%,1.48,1.69,-0.21,-2.83%,3.19,-0.03,1.89,7.9,20000000.0,743000000.0,75.21
2023-08-03,智迪科技,37.17,1.25%,44.33%,1.52,1.74,-0.22,-2.96%,3.29,-0.03,1.89,7.9,20000000.0,743000000.0,75.21
2023-08-02,智迪科技,36.71,6.01%,45.76%,1.69,1.59,0.1,1.36%,3.28,0.03,2.59,11.7,20000000.0,734000000.0,74.28
2023-08-01,智迪科技,34.63,2.97%,28.31%,1.0,0.939855,0.060145,0.87%,1.94,0.0,1.61,4.85,20000000.0,693000000.0,70.07
2023-07-31,智迪科技,33.63,-1.09%,14.20%,0.41847,0.53454,-0.11607,-1.72%,0.95301,0.06,0.76,1.74,20000000.0,673000000.0,68.05
2023-07-28,智迪科技,34.0,0.56%,15.66%,0.47674,0.5748939999999999,-0.09815399999999992,-1.44%,1.05,0.18,0.75,4.17,20000000.0,680000000.0,68.8
2023-07-27,智迪科技,33.81,-0.59%,12.85%,0.35531399999999996,0.509405,-0.154091,-2.28%,0.86472,0.03,0.51,2.71,20000000.0,676000000.0,68.41
2023-07-26,智迪科技,34.01,-2.41%,16.87%,0.435109,0.7170569999999999,-0.281948,-4.15%,1.15,0.03,0.57,2.98,20000000.0,680000000.0,68.82
2023-07-24,智迪科技,33.22,-1.72%,18.86%,0.521107,0.718208,-0.197101,-2.97%,1.24,0.06,0.44,3.82,20000000.0,664000000.0,67.22
2023-07-21,智迪科技,33.8,-3.43%,27.05%,0.782014,1.06,-0.277986,-4.11%,1.84,0.0,0.58,3.94,20000000.0,676000000.0,68.39
2023-07-20,智迪科技,34.62,2.30%,30.76%,0.974774,1.13,-0.155226,-2.22%,2.13,0.09,0.68,7.95,20000000.0,700000000.0,70.82
2023-07-19,智迪科技,33.97,2.50%,38.03%,1.23,1.37,-0.14,-2.07%,2.62,0.0,0.69,8.3,20000000.0,677000000.0,68.47
2023-07-17,智迪科技,39.07,23.68%,63.81%,2.92,2.63,0.29,3.71%,5.55,-0.08,--,21.97,20000000.0,781000000.0,79.06
